Sample_ID_1	Sample_ID_2	Population_1	Population_2	Ind_1	Ind_2	CHRType	Ka	Value	Triangle
FR046	FR061	G	G	G_03	G_08	Autosomes	K = 7	-0.004700	Individual
FR044	FR061	G	G	G_02	G_08	Autosomes	K = 7	-0.001978	Individual
FR048	FR061	G	G	G_04	G_08	Allosome	K = 7	 0.015347	Individual
FR048	FR061	G	G	G_04	G_08	Allosome	K = 4	 0.004776	Individual
FR061	FR061	G	G	G_08	G_08	Allosome	K = 4	10	Individual
FR050	FR061	G	G	G_06	G_08	Autosomes	K = 3	 0.008990	Individual
FR049	FR061	G	G	G_05	G_08	Autosomes	K = 5	 0.009023	Individual
FR044	FR061	G	G	G_02	G_08	Allosome	K = 2	 0.166102	Individual
FR046	FR061	G	G	G_03	G_08	Autosomes	K = 2	 0.007104	Individual
FR061	FR061	G	G	G_08	G_08	Autosomes	K = 6	10	Individual
FR049	FR061	G	G	G_05	G_08	Allosome	K = 5	-0.022509	Individual
FR049	FR061	G	G	G_05	G_08	Allosome	K = 3	 0.041109	Individual
FR049	FR061	G	G	G_05	G_08	Autosomes	K = 6	 0.009894	Individual
FR046	FR061	G	G	G_03	G_08	Autosomes	K = 3	 0.006542	Individual
FR061	FR061	G	G	G_08	G_08	Allosome	K = 5	10	Individual
FR050	FR061	G	G	G_06	G_08	Allosome	K = 3	 0.116527	Individual
FR041	FR061	G	G	G_01	G_08	Allosome	K = 7	-0.000746	Individual
FR048	FR061	G	G	G_04	G_08	Allosome	K = 3	 0.066532	Individual
FR061	FR061	G	G	G_08	G_08	Autosomes	K = 3	10	Individual
FR049	FR061	G	G	G_05	G_08	Allosome	K = 4	-0.038067	Individual
FR061	FR061	G	G	G_08	G_08	Autosomes	K = 2	10	Individual
FR061	FR061	G	G	G_08	G_08	Allosome	K = 2	10	Individual
FR041	FR061	G	G	G_01	G_08	Allosome	K = 5	-0.007230	Individual
FR048	FR061	G	G	G_04	G_08	Autosomes	K = 2	 0.018814	Individual
FR044	FR061	G	G	G_02	G_08	Autosomes	K = 4	-0.000535	Individual
FR051	FR061	G	G	G_07	G_08	Autosomes	K = 7	 0.000472	Individual
FR051	FR061	G	G	G_07	G_08	Autosomes	K = 3	 0.006892	Individual
FR046	FR061	G	G	G_03	G_08	Allosome	K = 5	-0.034125	Individual
FR044	FR061	G	G	G_02	G_08	Allosome	K = 7	 0.103157	Individual
FR046	FR061	G	G	G_03	G_08	Allosome	K = 6	-0.053019	Individual
FR050	FR061	G	G	G_06	G_08	Autosomes	K = 7	-0.004034	Individual
FR051	FR061	G	G	G_07	G_08	Autosomes	K = 4	 0.000261	Individual
FR044	FR061	G	G	G_02	G_08	Allosome	K = 6	 0.103992	Individual
FR046	FR061	G	G	G_03	G_08	Allosome	K = 7	-0.053741	Individual
FR048	FR061	G	G	G_04	G_08	Autosomes	K = 7	 0.009791	Individual
FR050	FR061	G	G	G_06	G_08	Allosome	K = 7	 0.054155	Individual
FR051	FR061	G	G	G_07	G_08	Autosomes	K = 5	 0.002129	Individual
FR051	FR061	G	G	G_07	G_08	Allosome	K = 4	-0.022745	Individual
FR061	FR061	G	G	G_08	G_08	Allosome	K = 3	10	Individual
FR041	FR061	G	G	G_01	G_08	Allosome	K = 6	-0.000323	Individual
FR048	FR061	G	G	G_04	G_08	Autosomes	K = 6	 0.006941	Individual
FR044	FR061	G	G	G_02	G_08	Allosome	K = 4	 0.095737	Individual
FR044	FR061	G	G	G_02	G_08	Allosome	K = 3	 0.129188	Individual
FR050	FR061	G	G	G_06	G_08	Autosomes	K = 6	-0.007755	Individual
FR041	FR061	G	G	G_01	G_08	Autosomes	K = 5	-0.006854	Individual
FR046	FR061	G	G	G_03	G_08	Allosome	K = 4	-0.049253	Individual
FR041	FR061	G	G	G_01	G_08	Autosomes	K = 6	-0.012194	Individual
FR046	FR061	G	G	G_03	G_08	Autosomes	K = 5	-0.002202	Individual
FR046	FR061	G	G	G_03	G_08	Autosomes	K = 6	-0.004019	Individual
FR049	FR061	G	G	G_05	G_08	Allosome	K = 6	-0.036740	Individual
FR061	FR061	G	G	G_08	G_08	Allosome	K = 6	10	Individual
FR044	FR061	G	G	G_02	G_08	Autosomes	K = 2	 0.016219	Individual
FR049	FR061	G	G	G_05	G_08	Autosomes	K = 4	 0.006893	Individual
FR061	FR061	G	G	G_08	G_08	Autosomes	K = 5	10	Individual
FR049	FR063	G	G	G_05	G_09	Autosomes	K = 2	 0.001712	Individual
FR063	FR063	G	G	G_09	G_09	Autosomes	K = 6	10	Individual
FR048	FR063	G	G	G_04	G_09	Allosome	K = 6	-0.047371	Individual
FR048	FR063	G	G	G_04	G_09	Autosomes	K = 5	-0.001875	Individual
FR051	FR063	G	G	G_07	G_09	Allosome	K = 7	 0.074545	Individual
FR063	FR063	G	G	G_09	G_09	Allosome	K = 3	10	Individual
FR046	FR063	G	G	G_03	G_09	Allosome	K = 3	 0.150100	Individual
FR051	FR063	G	G	G_07	G_09	Autosomes	K = 6	 0.001544	Individual
FR049	FR063	G	G	G_05	G_09	Autosomes	K = 3	 0.000974	Individual
FR049	FR063	G	G	G_05	G_09	Autosomes	K = 7	-0.004841	Individual
FR050	FR063	G	G	G_06	G_09	Allosome	K = 6	-0.070693	Individual
FR048	FR063	G	G	G_04	G_09	Autosomes	K = 3	 0.004503	Individual
FR051	FR063	G	G	G_07	G_09	Allosome	K = 3	 0.172483	Individual
FR041	FR063	G	G	G_01	G_09	Allosome	K = 5	-0.027332	Individual
FR046	FR063	G	G	G_03	G_09	Autosomes	K = 4	 0.003628	Individual
FR050	FR063	G	G	G_06	G_09	Autosomes	K = 4	 0.008235	Individual
FR048	FR063	G	G	G_04	G_09	Allosome	K = 5	-0.047068	Individual
FR041	FR063	G	G	G_01	G_09	Autosomes	K = 3	 0.013066	Individual
FR050	FR063	G	G	G_06	G_09	Allosome	K = 5	-0.070198	Individual
FR044	FR063	G	G	G_02	G_09	Autosomes	K = 5	-0.003208	Individual
FR051	FR063	G	G	G_07	G_09	Allosome	K = 2	 0.178806	Individual
FR049	FR063	G	G	G_05	G_09	Allosome	K = 4	 0.062805	Individual
FR048	FR063	G	G	G_04	G_09	Allosome	K = 7	-0.047070	Individual
FR046	FR063	G	G	G_03	G_09	Allosome	K = 4	 0.057656	Individual
FR048	FR063	G	G	G_04	G_09	Allosome	K = 4	-0.050167	Individual
FR061	FR063	G	G	G_08	G_09	Autosomes	K = 4	-0.001094	Individual
FR049	FR063	G	G	G_05	G_09	Allosome	K = 2	 0.156079	Individual
FR046	FR063	G	G	G_03	G_09	Autosomes	K = 2	 0.013104	Individual
FR050	FR063	G	G	G_06	G_09	Autosomes	K = 3	 0.018313	Individual
FR048	FR063	G	G	G_04	G_09	Autosomes	K = 4	-0.004039	Individual
FR049	FR063	G	G	G_05	G_09	Autosomes	K = 6	-0.002371	Individual
FR044	FR063	G	G	G_02	G_09	Allosome	K = 2	 0.072686	Individual
FR041	FR063	G	G	G_01	G_09	Allosome	K = 2	 0.085215	Individual
FR051	FR063	G	G	G_07	G_09	Allosome	K = 6	 0.074404	Individual
FR051	FR063	G	G	G_07	G_09	Autosomes	K = 2	 0.006403	Individual
FR050	FR063	G	G	G_06	G_09	Autosomes	K = 5	 0.010793	Individual
FR041	FR063	G	G	G_01	G_09	Allosome	K = 3	 0.065692	Individual
FR041	FR063	G	G	G_01	G_09	Allosome	K = 7	-0.026874	Individual
FR048	FR063	G	G	G_04	G_09	Allosome	K = 3	 0.046977	Individual
FR046	FR063	G	G	G_03	G_09	Allosome	K = 2	 0.150728	Individual
FR044	FR063	G	G	G_02	G_09	Allosome	K = 5	-0.027057	Individual
FR049	FR063	G	G	G_05	G_09	Allosome	K = 3	 0.154357	Individual
FR046	FR063	G	G	G_03	G_09	Autosomes	K = 7	 0.002465	Individual
FR050	FR063	G	G	G_06	G_09	Allosome	K = 3	 0.006253	Individual
FR063	FR063	G	G	G_09	G_09	Allosome	K = 4	10	Individual
FR061	FR063	G	G	G_08	G_09	Autosomes	K = 6	 0.000831	Individual
FR050	FR063	G	G	G_06	G_09	Autosomes	K = 2	 0.018684	Individual
FR044	FR063	G	G	G_02	G_09	Autosomes	K = 6	-0.007908	Individual
FR041	FR063	G	G	G_01	G_09	Autosomes	K = 2	 0.013921	Individual
FR063	FR063	G	G	G_09	G_09	Allosome	K = 6	10	Individual
FR061	FR063	G	G	G_08	G_09	Allosome	K = 7	-0.036579	Individual
FR061	FR063	G	G	G_08	G_09	Allosome	K = 2	 0.068569	Individual
FR048	FR063	G	G	G_04	G_09	Autosomes	K = 2	 0.005331	Individual
FR041	FR063	G	G	G_01	G_09	Autosomes	K = 7	-0.003816	Individual
FR061	FR063	G	G	G_08	G_09	Allosome	K = 5	-0.021098	Individual
FR061	FR063	G	G	G_08	G_09	Autosomes	K = 3	 0.007115	Individual
FR041	FR063	G	G	G_01	G_09	Autosomes	K = 4	-0.002375	Individual
FR044	FR063	G	G	G_02	G_09	Autosomes	K = 7	-0.008608	Individual
FR051	FR063	G	G	G_07	G_09	Autosomes	K = 4	 0.000804	Individual
FR050	FR063	G	G	G_06	G_09	Autosomes	K = 7	 0.007987	Individual
FR063	FR063	G	G	G_09	G_09	Autosomes	K = 3	10	Individual
FR051	FR063	G	G	G_07	G_09	Autosomes	K = 7	 0.000918	Individual
FR061	FR063	G	G	G_08	G_09	Autosomes	K = 2	 0.007232	Individual
FR051	FR063	G	G	G_07	G_09	Autosomes	K = 5	 0.002133	Individual
FR051	FR063	G	G	G_07	G_09	Allosome	K = 5	 0.070614	Individual
FR063	FR063	G	G	G_09	G_09	Autosomes	K = 4	10	Individual
FR050	FR063	G	G	G_06	G_09	Allosome	K = 2	 0.042277	Individual
FR049	FR063	G	G	G_05	G_09	Allosome	K = 5	 0.051793	Individual
FR048	FR063	G	G	G_04	G_09	Autosomes	K = 6	-0.007088	Individual
FR041	FR063	G	G	G_01	G_09	Allosome	K = 6	-0.027062	Individual
FR050	FR063	G	G	G_06	G_09	Allosome	K = 7	-0.069474	Individual
FR041	FR063	G	G	G_01	G_09	Autosomes	K = 5	 0.000709	Individual
FR051	FR063	G	G	G_07	G_09	Autosomes	K = 3	 0.005879	Individual
FR044	FR063	G	G	G_02	G_09	Autosomes	K = 3	 0.007984	Individual
FR063	FR063	G	G	G_09	G_09	Autosomes	K = 5	10	Individual
FR046	FR063	G	G	G_03	G_09	Allosome	K = 6	 0.047642	Individual
FR044	FR063	G	G	G_02	G_09	Allosome	K = 4	-0.033340	Individual
FR046	FR063	G	G	G_03	G_09	Allosome	K = 7	 0.047672	Individual
FR044	FR063	G	G	G_02	G_09	Allosome	K = 6	-0.031943	Individual
FR044	FR063	G	G	G_02	G_09	Autosomes	K = 4	-0.006673	Individual
FR063	FR063	G	G	G_09	G_09	Allosome	K = 5	10	Individual
FR046	FR063	G	G	G_03	G_09	Autosomes	K = 5	 0.005364	Individual
FR063	FR063	G	G	G_09	G_09	Autosomes	K = 2	10	Individual
FR046	FR063	G	G	G_03	G_09	Autosomes	K = 3	 0.012575	Individual
FR044	FR063	G	G	G_02	G_09	Allosome	K = 3	 0.045011	Individual
FR061	FR063	G	G	G_08	G_09	Allosome	K = 3	 0.046084	Individual
FR049	FR063	G	G	G_05	G_09	Allosome	K = 6	 0.057512	Individual
FR061	FR063	G	G	G_08	G_09	Allosome	K = 4	-0.035035	Individual
FR048	FR063	G	G	G_04	G_09	Autosomes	K = 7	-0.005498	Individual
FR049	FR063	G	G	G_05	G_09	Autosomes	K = 5	-0.003869	Individual
FR061	FR063	G	G	G_08	G_09	Autosomes	K = 7	 0.000286	Individual
FR048	FR063	G	G	G_04	G_09	Allosome	K = 2	 0.068857	Individual
FR063	FR063	G	G	G_09	G_09	Autosomes	K = 7	10	Individual
FR046	FR063	G	G	G_03	G_09	Autosomes	K = 6	 0.004221	Individual
FR051	FR063	G	G	G_07	G_09	Allosome	K = 4	 0.085416	Individual
FR049	FR063	G	G	G_05	G_09	Allosome	K = 7	 0.058026	Individual
FR063	FR063	G	G	G_09	G_09	Allosome	K = 2	10	Individual
FR044	FR063	G	G	G_02	G_09	Allosome	K = 7	-0.032278	Individual
FR046	FR063	G	G	G_03	G_09	Allosome	K = 5	 0.042451	Individual
FR050	FR063	G	G	G_06	G_09	Allosome	K = 4	-0.092744	Individual
FR041	FR063	G	G	G_01	G_09	Autosomes	K = 6	-0.002733	Individual
FR063	FR063	G	G	G_09	G_09	Allosome	K = 7	10	Individual
FR061	FR063	G	G	G_08	G_09	Allosome	K = 6	-0.036264	Individual
FR044	FR063	G	G	G_02	G_09	Autosomes	K = 2	 0.009018	Individual
FR041	FR063	G	G	G_01	G_09	Allosome	K = 4	-0.027967	Individual
FR061	FR063	G	G	G_08	G_09	Autosomes	K = 5	 0.000959	Individual
FR049	FR063	G	G	G_05	G_09	Autosomes	K = 4	-0.005677	Individual
FR050	FR063	G	G	G_06	G_09	Autosomes	K = 6	 0.004080	Individual
FR064	FR064	G	G	G_10	G_10	Autosomes	K = 4	10	Individual
FR048	FR064	G	G	G_04	G_10	Autosomes	K = 3	 0.008385	Individual
FR046	FR064	G	G	G_03	G_10	Allosome	K = 5	 0.048499	Individual
FR051	FR064	G	G	G_07	G_10	Autosomes	K = 6	 0.008048	Individual
FR064	FR064	G	G	G_10	G_10	Allosome	K = 3	10	Individual
FR048	FR064	G	G	G_04	G_10	Autosomes	K = 5	-0.000047	Individual
FR049	FR064	G	G	G_05	G_10	Autosomes	K = 7	 0.003846	Individual
FR041	FR064	G	G	G_01	G_10	Allosome	K = 5	-0.058946	Individual
FR048	FR064	G	G	G_04	G_10	Allosome	K = 6	 0.008437	Individual
FR051	FR064	G	G	G_07	G_10	Allosome	K = 7	 0.068932	Individual
FR063	FR064	G	G	G_09	G_10	Allosome	K = 3	 0.142310	Individual
FR049	FR064	G	G	G_05	G_10	Autosomes	K = 3	 0.012461	Individual
FR049	FR064	G	G	G_05	G_10	Allosome	K = 4	 0.035519	Individual
FR051	FR064	G	G	G_07	G_10	Allosome	K = 3	 0.165042	Individual
FR046	FR064	G	G	G_03	G_10	Autosomes	K = 4	-0.002789	Individual
FR049	FR064	G	G	G_05	G_10	Autosomes	K = 2	 0.013557	Individual
FR046	FR064	G	G	G_03	G_10	Autosomes	K = 2	 0.010353	Individual
FR046	FR064	G	G	G_03	G_10	Autosomes	K = 6	-0.000004	Individual
FR050	FR064	G	G	G_06	G_10	Autosomes	K = 4	-0.004731	Individual
FR050	FR064	G	G	G_06	G_10	Allosome	K = 6	-0.064022	Individual
FR064	FR064	G	G	G_10	G_10	Autosomes	K = 6	10	Individual
FR050	FR064	G	G	G_06	G_10	Allosome	K = 5	-0.063929	Individual
FR064	FR064	G	G	G_10	G_10	Allosome	K = 6	10	Individual
FR051	FR064	G	G	G_07	G_10	Autosomes	K = 2	 0.017442	Individual
FR044	FR064	G	G	G_02	G_10	Autosomes	K = 5	 0.006102	Individual
FR041	FR064	G	G	G_01	G_10	Autosomes	K = 2	 0.021071	Individual
FR041	FR064	G	G	G_01	G_10	Allosome	K = 2	 0.059627	Individual
FR044	FR064	G	G	G_02	G_10	Autosomes	K = 3	 0.018850	Individual
FR063	FR064	G	G	G_09	G_10	Allosome	K = 4	 0.046516	Individual
FR044	FR064	G	G	G_02	G_10	Allosome	K = 2	 0.066115	Individual
FR063	FR064	G	G	G_09	G_10	Autosomes	K = 6	-0.001422	Individual
FR061	FR064	G	G	G_08	G_10	Autosomes	K = 4	 0.000368	Individual
FR049	FR064	G	G	G_05	G_10	Allosome	K = 2	 0.132908	Individual
FR049	FR064	G	G	G_05	G_10	Allosome	K = 3	 0.131919	Individual
FR048	FR064	G	G	G_04	G_10	Autosomes	K = 4	-0.002667	Individual
FR064	FR064	G	G	G_10	G_10	Autosomes	K = 7	10	Individual
FR041	FR064	G	G	G_01	G_10	Allosome	K = 3	 0.042045	Individual
FR051	FR064	G	G	G_07	G_10	Autosomes	K = 7	 0.008615	Individual
FR046	FR064	G	G	G_03	G_10	Allosome	K = 4	 0.065390	Individual
FR044	FR064	G	G	G_02	G_10	Autosomes	K = 7	-0.000633	Individual
FR050	FR064	G	G	G_06	G_10	Autosomes	K = 2	 0.009964	Individual
FR048	FR064	G	G	G_04	G_10	Allosome	K = 5	 0.009240	Individual
FR063	FR064	G	G	G_09	G_10	Allosome	K = 6	 0.035882	Individual
FR041	FR064	G	G	G_01	G_10	Autosomes	K = 7	-0.000416	Individual
FR051	FR064	G	G	G_07	G_10	Allosome	K = 5	 0.064173	Individual
FR051	FR064	G	G	G_07	G_10	Allosome	K = 2	 0.170805	Individual
FR044	FR064	G	G	G_02	G_10	Allosome	K = 5	-0.036253	Individual
FR048	FR064	G	G	G_04	G_10	Allosome	K = 7	 0.008871	Individual
FR048	FR064	G	G	G_04	G_10	Autosomes	K = 2	 0.009634	Individual
FR050	FR064	G	G	G_06	G_10	Autosomes	K = 3	 0.009057	Individual
FR048	FR064	G	G	G_04	G_10	Allosome	K = 2	 0.112733	Individual
FR046	FR064	G	G	G_03	G_10	Allosome	K = 2	 0.156760	Individual
FR061	FR064	G	G	G_08	G_10	Autosomes	K = 3	 0.011204	Individual
FR046	FR064	G	G	G_03	G_10	Allosome	K = 3	 0.155826	Individual
FR050	FR064	G	G	G_06	G_10	Autosomes	K = 5	-0.001423	Individual
FR050	FR064	G	G	G_06	G_10	Autosomes	K = 7	-0.006662	Individual
FR049	FR064	G	G	G_05	G_10	Allosome	K = 7	 0.028545	Individual
FR061	FR064	G	G	G_08	G_10	Autosomes	K = 6	-0.000101	Individual
FR061	FR064	G	G	G_08	G_10	Allosome	K = 5	-0.021749	Individual
FR048	FR064	G	G	G_04	G_10	Autosomes	K = 6	-0.000520	Individual
FR046	FR064	G	G	G_03	G_10	Autosomes	K = 7	-0.001675	Individual
FR049	FR064	G	G	G_05	G_10	Autosomes	K = 6	 0.005123	Individual
FR061	FR064	G	G	G_08	G_10	Allosome	K = 2	 0.065212	Individual
FR063	FR064	G	G	G_09	G_10	Autosomes	K = 3	 0.007042	Individual
FR050	FR064	G	G	G_06	G_10	Allosome	K = 2	 0.048723	Individual
FR064	FR064	G	G	G_10	G_10	Allosome	K = 7	10	Individual
FR061	FR064	G	G	G_08	G_10	Autosomes	K = 2	 0.011750	Individual
FR041	FR064	G	G	G_01	G_10	Autosomes	K = 4	 0.002098	Individual
FR048	FR064	G	G	G_04	G_10	Allosome	K = 3	 0.096096	Individual
FR051	FR064	G	G	G_07	G_10	Autosomes	K = 3	 0.016542	Individual
FR041	FR064	G	G	G_01	G_10	Allosome	K = 7	-0.058163	Individual
FR050	FR064	G	G	G_06	G_10	Allosome	K = 3	 0.017825	Individual
FR044	FR064	G	G	G_02	G_10	Allosome	K = 3	 0.042956	Individual
FR041	FR064	G	G	G_01	G_10	Autosomes	K = 5	 0.005671	Individual
FR049	FR064	G	G	G_05	G_10	Allosome	K = 5	 0.021992	Individual
FR061	FR064	G	G	G_08	G_10	Autosomes	K = 7	 0.000618	Individual
FR064	FR064	G	G	G_10	G_10	Allosome	K = 2	10	Individual
FR063	FR064	G	G	G_09	G_10	Autosomes	K = 4	-0.002012	Individual
FR048	FR064	G	G	G_04	G_10	Allosome	K = 4	 0.006247	Individual
FR041	FR064	G	G	G_01	G_10	Autosomes	K = 3	 0.019821	Individual
FR051	FR064	G	G	G_07	G_10	Autosomes	K = 4	 0.009441	Individual
FR063	FR064	G	G	G_09	G_10	Allosome	K = 5	 0.030865	Individual
FR064	FR064	G	G	G_10	G_10	Autosomes	K = 2	10	Individual
FR049	FR064	G	G	G_05	G_10	Autosomes	K = 5	 0.006060	Individual
FR061	FR064	G	G	G_08	G_10	Allosome	K = 4	-0.031985	Individual
FR046	FR064	G	G	G_03	G_10	Allosome	K = 6	 0.054193	Individual
FR041	FR064	G	G	G_01	G_10	Allosome	K = 6	-0.058519	Individual
FR051	FR064	G	G	G_07	G_10	Autosomes	K = 5	 0.011179	Individual
FR064	FR064	G	G	G_10	G_10	Allosome	K = 4	10	Individual
FR050	FR064	G	G	G_06	G_10	Allosome	K = 4	-0.080336	Individual
FR044	FR064	G	G	G_02	G_10	Autosomes	K = 6	-0.001173	Individual
FR044	FR064	G	G	G_02	G_10	Autosomes	K = 2	 0.020231	Individual
FR050	FR064	G	G	G_06	G_10	Autosomes	K = 6	-0.004447	Individual
FR064	FR064	G	G	G_10	G_10	Autosomes	K = 3	10	Individual
FR044	FR064	G	G	G_02	G_10	Autosomes	K = 4	 0.002222	Individual
FR044	FR064	G	G	G_02	G_10	Allosome	K = 4	-0.041978	Individual
FR044	FR064	G	G	G_02	G_10	Allosome	K = 7	-0.041571	Individual
FR050	FR064	G	G	G_06	G_10	Allosome	K = 7	-0.062669	Individual
FR063	FR064	G	G	G_09	G_10	Autosomes	K = 7	-0.002083	Individual
FR048	FR064	G	G	G_04	G_10	Autosomes	K = 7	-0.001501	Individual
FR064	FR064	G	G	G_10	G_10	Autosomes	K = 5	10	Individual
FR063	FR064	G	G	G_09	G_10	Allosome	K = 7	 0.036359	Individual
FR046	FR064	G	G	G_03	G_10	Allosome	K = 7	 0.054252	Individual
FR044	FR064	G	G	G_02	G_10	Allosome	K = 6	-0.041353	Individual
FR041	FR064	G	G	G_01	G_10	Autosomes	K = 6	-0.000579	Individual
FR049	FR064	G	G	G_05	G_10	Allosome	K = 6	 0.027997	Individual
FR051	FR064	G	G	G_07	G_10	Allosome	K = 6	 0.068565	Individual
FR063	FR064	G	G	G_09	G_10	Autosomes	K = 5	-0.000134	Individual
FR046	FR064	G	G	G_03	G_10	Autosomes	K = 3	 0.009363	Individual
FR061	FR064	G	G	G_08	G_10	Allosome	K = 7	-0.033843	Individual
FR061	FR064	G	G	G_08	G_10	Allosome	K = 3	 0.045290	Individual
FR063	FR064	G	G	G_09	G_10	Allosome	K = 2	 0.148726	Individual
FR061	FR064	G	G	G_08	G_10	Autosomes	K = 5	 0.002968	Individual
FR049	FR064	G	G	G_05	G_10	Autosomes	K = 4	 0.003865	Individual
FR041	FR064	G	G	G_01	G_10	Allosome	K = 4	-0.057138	Individual
FR061	FR064	G	G	G_08	G_10	Allosome	K = 6	-0.033398	Individual
FR046	FR064	G	G	G_03	G_10	Autosomes	K = 5	-0.000377	Individual
FR063	FR064	G	G	G_09	G_10	Autosomes	K = 2	 0.007594	Individual
FR051	FR064	G	G	G_07	G_10	Allosome	K = 4	 0.080908	Individual
FR064	FR064	G	G	G_10	G_10	Allosome	K = 5	10	Individual
FR050	PDOM2022NLD0041J	G	H	G_06	H_01	Autosomes	K = 5	-0.000494	Individual
FR051	PDOM2022NLD0041J	G	H	G_07	H_01	Allosome	K = 3	-0.020366	Individual
FR046	PDOM2022NLD0041J	G	H	G_03	H_01	Autosomes	K = 2	-0.005318	Individual
FR048	PDOM2022NLD0041J	G	H	G_04	H_01	Allosome	K = 3	-0.095089	Individual
FR061	PDOM2022NLD0041J	G	H	G_08	H_01	Autosomes	K = 2	-0.002469	Individual
FR063	PDOM2022NLD0041J	G	H	G_09	H_01	Allosome	K = 2	 0.034058	Individual
FR064	PDOM2022NLD0041J	G	H	G_10	H_01	Allosome	K = 3	-0.034525	Individual
FR044	PDOM2022NLD0041J	G	H	G_02	H_01	Autosomes	K = 5	 0.001979	Individual
FR048	PDOM2022NLD0041J	G	H	G_04	H_01	Autosomes	K = 4	-0.000171	Individual
FR051	PDOM2022NLD0041J	G	H	G_07	H_01	Allosome	K = 6	 0.000716	Individual
FR044	PDOM2022NLD0041J	G	H	G_02	H_01	Autosomes	K = 7	 0.002267	Individual
FR049	PDOM2022NLD0041J	G	H	G_05	H_01	Allosome	K = 2	-0.040188	Individual
FR046	PDOM2022NLD0041J	G	H	G_03	H_01	Autosomes	K = 7	-0.004905	Individual
FR044	PDOM2022NLD0041J	G	H	G_02	H_01	Allosome	K = 2	-0.024865	Individual
FR046	PDOM2022NLD0041J	G	H	G_03	H_01	Autosomes	K = 4	-0.002029	Individual
FR041	PDOM2022NLD0041J	G	H	G_01	H_01	Allosome	K = 4	-0.011791	Individual
FR049	PDOM2022NLD0041J	G	H	G_05	H_01	Autosomes	K = 3	-0.000119	Individual
FR063	PDOM2022NLD0041J	G	H	G_09	H_01	Autosomes	K = 7	-0.004014	Individual
FR051	PDOM2022NLD0041J	G	H	G_07	H_01	Autosomes	K = 2	-0.001577	Individual
FR050	PDOM2022NLD0041J	G	H	G_06	H_01	Allosome	K = 6	-0.033825	Individual
FR050	PDOM2022NLD0041J	G	H	G_06	H_01	Allosome	K = 5	-0.034860	Individual
FR046	PDOM2022NLD0041J	G	H	G_03	H_01	Allosome	K = 7	-0.037958	Individual
FR061	PDOM2022NLD0041J	G	H	G_08	H_01	Autosomes	K = 5	 0.001156	Individual
FR049	PDOM2022NLD0041J	G	H	G_05	H_01	Autosomes	K = 4	 0.003368	Individual
FR063	PDOM2022NLD0041J	G	H	G_09	H_01	Allosome	K = 7	 0.042475	Individual
FR063	PDOM2022NLD0041J	G	H	G_09	H_01	Allosome	K = 3	 0.029369	Individual
FR049	PDOM2022NLD0041J	G	H	G_05	H_01	Autosomes	K = 2	 0.001483	Individual
FR041	PDOM2022NLD0041J	G	H	G_01	H_01	Allosome	K = 3	-0.055334	Individual
FR050	PDOM2022NLD0041J	G	H	G_06	H_01	Allosome	K = 4	-0.069648	Individual
FR041	PDOM2022NLD0041J	G	H	G_01	H_01	Autosomes	K = 2	-0.008104	Individual
FR063	PDOM2022NLD0041J	G	H	G_09	H_01	Allosome	K = 6	 0.042175	Individual
FR061	PDOM2022NLD0041J	G	H	G_08	H_01	Autosomes	K = 3	-0.003538	Individual
FR064	PDOM2022NLD0041J	G	H	G_10	H_01	Allosome	K = 4	 0.018197	Individual
FR061	PDOM2022NLD0041J	G	H	G_08	H_01	Allosome	K = 5	 0.043403	Individual
FR044	PDOM2022NLD0041J	G	H	G_02	H_01	Allosome	K = 7	 0.016410	Individual
FR041	PDOM2022NLD0041J	G	H	G_01	H_01	Allosome	K = 5	 0.026932	Individual
FR061	PDOM2022NLD0041J	G	H	G_08	H_01	Allosome	K = 4	 0.013446	Individual
FR049	PDOM2022NLD0041J	G	H	G_05	H_01	Allosome	K = 6	-0.024545	Individual
FR063	PDOM2022NLD0041J	G	H	G_09	H_01	Autosomes	K = 2	-0.005480	Individual
FR064	PDOM2022NLD0041J	G	H	G_10	H_01	Autosomes	K = 3	-0.008080	Individual
FR061	PDOM2022NLD0041J	G	H	G_08	H_01	Allosome	K = 3	-0.020274	Individual
FR063	PDOM2022NLD0041J	G	H	G_09	H_01	Allosome	K = 5	 0.045813	Individual
FR048	PDOM2022NLD0041J	G	H	G_04	H_01	Autosomes	K = 7	-0.004006	Individual
FR064	PDOM2022NLD0041J	G	H	G_10	H_01	Autosomes	K = 2	-0.006497	Individual
FR046	PDOM2022NLD0041J	G	H	G_03	H_01	Allosome	K = 4	-0.007468	Individual
FR063	PDOM2022NLD0041J	G	H	G_09	H_01	Autosomes	K = 5	-0.002824	Individual
FR051	PDOM2022NLD0041J	G	H	G_07	H_01	Allosome	K = 7	 0.001640	Individual
FR049	PDOM2022NLD0041J	G	H	G_05	H_01	Allosome	K = 3	-0.040205	Individual
FR061	PDOM2022NLD0041J	G	H	G_08	H_01	Autosomes	K = 6	 0.001159	Individual
FR044	PDOM2022NLD0041J	G	H	G_02	H_01	Allosome	K = 3	-0.054160	Individual
FR046	PDOM2022NLD0041J	G	H	G_03	H_01	Allosome	K = 3	-0.052238	Individual
FR041	PDOM2022NLD0041J	G	H	G_01	H_01	Autosomes	K = 5	-0.001343	Individual
FR041	PDOM2022NLD0041J	G	H	G_01	H_01	Allosome	K = 2	-0.033875	Individual
